trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form
506,NA,NA,NA,NA,NA,NA,0.066,NA
507,NA,NA,NA,NA,NA,NA,0.066,NA
508,NA,NA,NA,NA,NA,NA,0.066,NA
509,NA,NA,NA,NA,NA,NA,0.066,NA
510,NA,NA,NA,NA,NA,NA,0.066,NA
511,NA,NA,NA,NA,NA,NA,0.066,NA
512,NA,NA,NA,NA,NA,NA,0.066,NA
513,NA,NA,NA,NA,NA,NA,0.066,NA
514,NA,NA,NA,NA,NA,NA,0.066,NA
515,NA,NA,NA,NA,NA,NA,0.066,NA
516,NA,NA,NA,NA,NA,NA,0.066,NA
517,NA,NA,NA,NA,NA,NA,0.066,NA
518,NA,NA,NA,NA,NA,NA,0.066,NA
519,NA,NA,NA,NA,NA,NA,0.066,NA
520,NA,NA,NA,NA,NA,NA,0.066,NA
521,NA,NA,NA,NA,NA,NA,0.066,NA
522,NA,NA,NA,NA,NA,NA,0.066,NA
523,NA,NA,NA,NA,NA,NA,0.066,NA
524,NA,NA,NA,NA,NA,NA,0.066,NA
525,NA,NA,NA,NA,NA,NA,0.066,NA
526,NA,NA,NA,NA,NA,NA,0.066,NA
527,NA,NA,NA,NA,NA,NA,0.066,NA
528,NA,NA,NA,NA,NA,NA,0.066,NA
529,NA,NA,NA,NA,NA,NA,0.066,NA
530,NA,NA,NA,NA,NA,NA,0.066,NA
531,NA,NA,NA,NA,NA,NA,0.066,NA
532,NA,NA,NA,NA,NA,NA,0.066,NA
533,NA,NA,NA,NA,NA,NA,0.066,NA
534,NA,NA,NA,NA,NA,NA,0.066,NA
535,NA,NA,NA,NA,NA,NA,0.066,NA
536,NA,NA,NA,NA,NA,NA,0.066,NA
537,NA,NA,NA,NA,NA,NA,0.066,NA
538,NA,NA,NA,NA,NA,NA,0.066,NA
539,NA,NA,NA,NA,NA,NA,0.066,NA
540,NA,NA,NA,NA,NA,NA,0.066,NA
541,NA,NA,NA,NA,NA,NA,0.066,NA
542,NA,NA,NA,NA,NA,NA,0.066,NA
543,NA,NA,NA,NA,NA,NA,0.066,NA
544,NA,NA,NA,NA,NA,NA,0.066,NA
545,NA,NA,NA,NA,NA,NA,0.066,NA
546,NA,NA,NA,NA,NA,NA,0.066,NA
547,NA,NA,NA,NA,NA,NA,0.066,NA
548,NA,NA,NA,NA,NA,NA,0.066,NA
549,NA,NA,NA,NA,NA,NA,0.066,NA
550,NA,NA,NA,NA,NA,NA,0.066,NA
551,NA,NA,NA,NA,NA,NA,0.066,NA
552,NA,NA,NA,NA,NA,NA,0.066,NA
553,NA,NA,NA,NA,NA,NA,0.066,NA
554,NA,NA,NA,NA,NA,NA,0.066,NA
555,NA,NA,NA,NA,NA,NA,0.066,NA
556,NA,NA,NA,NA,NA,NA,0.066,NA
557,NA,NA,NA,NA,NA,NA,0.066,NA
558,NA,NA,NA,NA,NA,NA,0.066,NA
559,NA,NA,NA,NA,NA,NA,0.066,NA
560,NA,NA,NA,NA,NA,NA,0.066,NA
561,NA,NA,NA,NA,NA,NA,0.066,NA
562,NA,NA,NA,NA,NA,NA,0.066,NA
563,NA,NA,NA,NA,NA,NA,0.066,NA
564,NA,NA,NA,NA,NA,NA,0.066,NA
565,NA,NA,NA,NA,NA,NA,0.066,NA
566,NA,NA,NA,NA,NA,NA,0.066,NA
567,NA,NA,NA,NA,NA,NA,0.066,NA
568,NA,NA,NA,NA,NA,NA,0.066,NA
569,NA,NA,NA,NA,NA,NA,0.066,NA
570,NA,NA,NA,NA,NA,NA,0.066,NA
571,NA,NA,NA,NA,NA,NA,0.066,NA
572,NA,NA,NA,NA,NA,NA,0.066,NA
573,NA,NA,NA,NA,NA,NA,0.066,NA
574,NA,NA,NA,NA,NA,NA,0.066,NA
575,NA,NA,NA,NA,NA,NA,0.066,NA
576,NA,NA,NA,NA,NA,NA,0.066,NA
577,NA,NA,NA,NA,NA,NA,0.066,NA
578,NA,NA,NA,NA,NA,NA,0.066,NA
579,NA,NA,NA,NA,NA,NA,0.066,NA
580,NA,NA,NA,NA,NA,NA,0.066,NA
581,NA,NA,NA,NA,NA,NA,0.066,NA
582,NA,NA,NA,NA,NA,NA,0.066,NA
583,NA,NA,NA,NA,NA,NA,0.066,NA
584,NA,NA,NA,NA,NA,NA,0.066,NA
585,NA,NA,NA,NA,NA,NA,0.066,NA
586,NA,NA,NA,NA,NA,NA,0.066,NA
587,NA,NA,NA,NA,NA,NA,0.066,NA
588,NA,NA,NA,NA,NA,NA,0.066,NA
589,NA,NA,NA,NA,NA,NA,0.066,NA
590,NA,NA,NA,NA,NA,NA,0.066,NA
591,NA,NA,NA,NA,NA,NA,0.066,NA
592,NA,NA,NA,NA,NA,NA,0.066,NA
593,NA,NA,NA,NA,NA,NA,0.066,NA
594,NA,NA,NA,NA,NA,NA,0.066,NA
595,NA,NA,NA,NA,NA,NA,0.066,NA
596,NA,NA,NA,NA,NA,NA,0.066,NA
597,NA,NA,NA,NA,NA,NA,0.066,NA
598,NA,NA,NA,NA,NA,NA,0.066,NA
599,NA,NA,NA,NA,NA,NA,0.066,NA
600,NA,NA,NA,NA,NA,NA,0.066,NA
601,NA,NA,NA,NA,NA,NA,0.066,NA
602,NA,NA,NA,NA,NA,NA,0.066,NA
603,NA,NA,NA,NA,NA,NA,0.066,NA
604,NA,NA,NA,NA,NA,NA,0.066,NA
605,NA,NA,NA,NA,NA,NA,0.066,NA
606,NA,NA,NA,NA,NA,NA,0.066,NA
607,NA,NA,NA,NA,NA,NA,0.066,NA
608,NA,NA,NA,NA,NA,NA,0.066,NA
609,NA,NA,NA,NA,NA,NA,0.066,NA
610,NA,NA,NA,NA,NA,NA,0.066,NA
611,NA,NA,NA,NA,NA,NA,0.066,NA
612,NA,NA,NA,NA,NA,NA,0.066,NA
613,NA,NA,NA,NA,NA,NA,0.066,NA
614,NA,NA,NA,NA,NA,NA,0.066,NA
615,NA,NA,NA,NA,NA,NA,0.066,NA
616,NA,NA,NA,NA,NA,NA,0.066,NA
617,NA,NA,NA,NA,NA,NA,0.066,NA
618,NA,NA,NA,NA,NA,NA,0.066,NA
619,NA,NA,NA,NA,NA,NA,0.066,NA
620,NA,NA,NA,NA,NA,NA,0.066,NA
621,NA,NA,NA,NA,NA,NA,0.066,NA
622,NA,NA,NA,NA,NA,NA,0.066,NA
623,NA,NA,NA,NA,NA,NA,0.066,NA
624,NA,NA,NA,NA,NA,NA,0.066,NA
625,NA,NA,NA,NA,NA,NA,0.066,NA
626,NA,NA,NA,NA,NA,NA,0.066,NA
627,NA,NA,NA,NA,NA,NA,0.066,NA
628,NA,NA,NA,NA,NA,NA,0.066,NA
629,NA,NA,NA,NA,NA,NA,0.066,NA
630,NA,NA,NA,NA,NA,NA,0.066,NA
631,NA,NA,NA,NA,NA,NA,0.066,NA
632,NA,NA,NA,NA,NA,NA,0.066,NA
633,NA,NA,NA,NA,NA,NA,0.066,NA
634,NA,NA,NA,NA,NA,NA,0.066,NA
635,NA,NA,NA,NA,NA,NA,0.066,NA
636,NA,NA,NA,NA,NA,NA,0.066,NA
637,NA,NA,NA,NA,NA,NA,0.066,NA
638,NA,NA,NA,NA,NA,NA,0.066,NA
639,NA,NA,NA,NA,NA,NA,0.066,NA
640,NA,NA,NA,NA,NA,NA,0.066,NA
641,NA,NA,NA,NA,NA,NA,0.066,NA
642,NA,NA,NA,NA,NA,NA,0.066,NA
643,NA,NA,NA,NA,NA,NA,0.066,NA
644,NA,NA,NA,NA,NA,NA,0.066,NA
645,NA,NA,NA,NA,NA,NA,0.066,NA
646,NA,NA,NA,NA,NA,NA,0.066,NA
647,NA,NA,NA,NA,NA,NA,0.066,NA
648,NA,NA,NA,NA,NA,NA,0.066,NA
649,NA,NA,NA,NA,NA,NA,0.066,NA
650,NA,NA,NA,NA,NA,NA,0.066,NA
651,NA,NA,NA,NA,NA,NA,0.066,NA
652,NA,NA,NA,NA,NA,NA,0.066,NA
653,NA,NA,NA,NA,NA,NA,0.066,NA
654,NA,NA,NA,NA,NA,NA,0.066,NA
655,NA,NA,NA,NA,NA,NA,0.066,NA
656,NA,NA,NA,NA,NA,NA,0.066,NA
657,NA,NA,NA,NA,NA,NA,0.066,NA
658,NA,NA,NA,NA,NA,NA,0.066,NA
659,NA,NA,NA,NA,NA,NA,0.066,NA
660,NA,NA,NA,NA,NA,NA,0.066,NA
661,NA,NA,NA,NA,NA,NA,0.066,NA
662,NA,NA,NA,NA,NA,NA,0.066,NA
663,NA,NA,NA,NA,NA,NA,0.066,NA
664,NA,NA,NA,NA,NA,NA,0.066,NA
665,NA,NA,NA,NA,NA,NA,0.066,NA
666,NA,NA,NA,NA,NA,NA,0.066,NA
667,NA,NA,NA,NA,NA,NA,0.066,NA
668,NA,NA,NA,NA,NA,NA,0.066,NA
669,NA,NA,NA,NA,NA,NA,0.066,NA
670,NA,NA,NA,NA,NA,NA,0.066,NA
671,NA,NA,NA,NA,NA,NA,0.066,NA
672,NA,NA,NA,NA,NA,NA,0.066,NA
673,NA,NA,NA,NA,NA,NA,0.066,NA
674,NA,NA,NA,NA,NA,NA,0.066,NA
675,NA,NA,NA,NA,NA,NA,0.066,NA
676,NA,NA,NA,NA,NA,NA,0.066,NA
677,NA,NA,NA,NA,NA,NA,0.066,NA
678,NA,NA,NA,NA,NA,NA,0.066,NA
679,NA,NA,NA,NA,NA,NA,0.066,NA
680,NA,NA,NA,NA,NA,NA,0.066,NA
681,NA,NA,NA,NA,NA,NA,0.066,NA
682,NA,NA,NA,NA,NA,NA,0.066,NA
683,NA,NA,NA,NA,NA,NA,0.066,NA
684,NA,NA,NA,NA,NA,NA,0.066,NA
685,NA,NA,NA,NA,NA,NA,0.066,NA
686,NA,NA,NA,NA,NA,NA,0.066,NA
687,NA,NA,NA,NA,NA,NA,0.066,NA
688,NA,NA,NA,NA,NA,NA,0.066,NA
689,NA,NA,NA,NA,NA,NA,0.066,NA
690,NA,NA,NA,NA,NA,NA,0.066,NA
691,NA,NA,NA,NA,NA,NA,0.066,NA
692,NA,NA,NA,NA,NA,NA,0.066,NA
693,NA,NA,NA,NA,NA,NA,0.066,NA
694,NA,NA,NA,NA,NA,NA,0.066,NA
695,NA,NA,NA,NA,NA,NA,0.066,NA
696,NA,NA,NA,NA,NA,NA,0.066,NA
697,NA,NA,NA,NA,NA,NA,0.066,NA
698,NA,NA,NA,NA,NA,NA,0.066,NA
699,NA,NA,NA,NA,NA,NA,0.066,NA
700,NA,NA,NA,NA,NA,NA,0.066,NA
701,NA,NA,NA,NA,NA,NA,0.066,NA
702,NA,NA,NA,NA,NA,NA,0.066,NA
703,NA,NA,NA,NA,NA,NA,0.066,NA
704,NA,NA,NA,NA,NA,NA,0.066,NA
705,NA,NA,NA,NA,NA,NA,0.066,NA
706,NA,NA,NA,NA,NA,NA,0.066,NA
707,NA,NA,NA,NA,NA,NA,0.066,NA
708,NA,NA,NA,NA,NA,NA,0.066,NA
709,NA,NA,NA,NA,NA,NA,0.066,NA
710,NA,NA,NA,NA,NA,NA,0.066,NA
711,NA,NA,NA,NA,NA,NA,0.066,NA
712,NA,NA,NA,NA,NA,NA,0.066,NA
713,NA,NA,NA,NA,NA,NA,0.066,NA
714,NA,NA,NA,NA,NA,NA,0.066,NA
715,NA,NA,NA,NA,NA,NA,0.066,NA
716,NA,NA,NA,NA,NA,NA,0.066,NA
717,NA,NA,NA,NA,NA,NA,0.066,NA
718,NA,NA,NA,NA,NA,NA,0.066,NA
719,NA,NA,NA,NA,NA,NA,0.066,NA
720,NA,NA,NA,NA,NA,NA,0.066,NA
721,NA,NA,NA,NA,NA,NA,0.066,NA
722,NA,NA,NA,NA,NA,NA,0.066,NA
723,NA,NA,NA,NA,NA,NA,0.066,NA
724,NA,NA,NA,NA,NA,NA,0.066,NA
725,NA,NA,NA,NA,NA,NA,0.066,NA
726,NA,NA,NA,NA,NA,NA,0.066,NA
727,NA,NA,NA,NA,NA,NA,0.066,NA
728,NA,NA,NA,NA,NA,NA,0.066,NA
729,NA,NA,NA,NA,NA,NA,0.066,NA
730,NA,NA,NA,NA,NA,NA,0.066,NA
731,NA,NA,NA,NA,NA,NA,0.066,NA
732,NA,NA,NA,NA,NA,NA,0.066,NA
733,NA,NA,NA,NA,NA,NA,0.066,NA
734,NA,NA,NA,NA,NA,NA,0.066,NA
735,NA,NA,NA,NA,NA,NA,0.066,NA
736,NA,NA,NA,NA,NA,NA,0.066,NA
737,NA,NA,NA,NA,NA,NA,0.066,NA
738,NA,NA,NA,NA,NA,NA,0.066,NA
739,NA,NA,NA,NA,NA,NA,0.066,NA
740,NA,NA,NA,NA,NA,NA,0.066,NA
741,NA,NA,NA,NA,NA,NA,0.066,NA
742,NA,NA,NA,NA,NA,NA,0.066,NA
743,NA,NA,NA,NA,NA,NA,0.066,NA
744,NA,NA,NA,NA,NA,NA,0.066,NA
745,NA,NA,NA,NA,NA,NA,0.066,NA
746,NA,NA,NA,NA,NA,NA,0.066,NA
747,NA,NA,NA,NA,NA,NA,0.066,NA
748,NA,NA,NA,NA,NA,NA,0.066,NA
749,NA,NA,NA,NA,NA,NA,0.066,NA
750,NA,NA,NA,NA,NA,NA,0.066,NA
751,NA,NA,NA,NA,NA,NA,0.066,NA
752,NA,NA,NA,NA,NA,NA,0.066,NA
753,NA,NA,NA,NA,NA,NA,0.066,NA
754,NA,NA,NA,NA,NA,NA,0.066,NA
755,NA,NA,NA,NA,NA,NA,0.066,NA
756,NA,NA,NA,NA,NA,NA,0.066,NA
757,NA,NA,NA,NA,NA,NA,0.066,NA
758,NA,NA,NA,NA,NA,NA,0.066,NA
759,NA,NA,NA,NA,NA,NA,0.066,NA
760,NA,NA,NA,NA,NA,NA,0.066,NA
761,NA,NA,NA,NA,NA,NA,0.066,NA
762,NA,NA,NA,NA,NA,NA,0.066,NA
763,NA,NA,NA,NA,NA,NA,0.066,NA
764,NA,NA,NA,NA,NA,NA,0.066,NA
765,NA,NA,NA,NA,NA,NA,0.066,NA
766,NA,NA,NA,NA,NA,NA,0.066,NA
767,NA,NA,NA,NA,NA,NA,0.066,NA
768,NA,NA,NA,NA,NA,NA,0.066,NA
769,NA,NA,NA,NA,NA,NA,0.066,NA
770,NA,NA,NA,NA,NA,NA,0.066,NA
771,NA,NA,NA,NA,NA,NA,0.066,NA
772,NA,NA,NA,NA,NA,NA,0.066,NA
773,NA,NA,NA,NA,NA,NA,0.066,NA
774,NA,NA,NA,NA,NA,NA,0.066,NA
775,NA,NA,NA,NA,NA,NA,0.066,NA
776,NA,NA,NA,NA,NA,NA,0.066,NA
777,NA,NA,NA,NA,NA,NA,0.066,NA
778,NA,NA,NA,NA,NA,NA,0.066,NA
779,NA,NA,NA,NA,NA,NA,0.066,NA
780,NA,NA,NA,NA,NA,NA,0.066,NA
781,NA,NA,NA,NA,NA,NA,0.066,NA
782,NA,NA,NA,NA,NA,NA,0.066,NA
783,NA,NA,NA,NA,NA,NA,0.066,NA
784,NA,NA,NA,NA,NA,NA,0.066,NA
785,NA,NA,NA,NA,NA,NA,0.066,NA
786,NA,NA,NA,NA,NA,NA,0.066,NA
787,NA,NA,NA,NA,NA,NA,0.066,NA
788,NA,NA,NA,NA,NA,NA,0.066,NA
789,NA,NA,NA,NA,NA,NA,0.066,NA
790,NA,NA,NA,NA,NA,NA,0.066,NA
791,NA,NA,NA,NA,NA,NA,0.066,NA
792,NA,NA,NA,NA,NA,NA,0.066,NA
793,NA,NA,NA,NA,NA,NA,0.066,NA
794,NA,NA,NA,NA,NA,NA,0.066,NA
795,NA,NA,NA,NA,NA,NA,0.066,NA
796,NA,NA,NA,NA,NA,NA,0.066,NA
797,NA,NA,NA,NA,NA,NA,0.066,NA
798,NA,NA,NA,NA,NA,NA,0.066,NA
799,NA,NA,NA,NA,NA,NA,0.066,NA
800,NA,NA,NA,NA,NA,NA,0.066,NA
801,NA,NA,NA,NA,NA,NA,0.066,NA
802,NA,NA,NA,NA,NA,NA,0.066,NA
803,NA,NA,NA,NA,NA,NA,0.066,NA
804,NA,NA,NA,NA,NA,NA,0.066,NA
805,NA,NA,NA,NA,NA,NA,0.066,NA
806,NA,NA,NA,NA,NA,NA,0.066,NA
807,NA,NA,NA,NA,NA,NA,0.066,NA
808,NA,NA,NA,NA,NA,NA,0.066,NA
809,NA,NA,NA,NA,NA,NA,0.066,NA
810,NA,NA,NA,NA,NA,NA,0.066,NA
811,NA,NA,NA,NA,NA,NA,0.066,NA
812,NA,NA,NA,NA,NA,NA,0.066,NA
813,NA,NA,NA,NA,NA,NA,0.066,NA
814,NA,NA,NA,NA,NA,NA,0.066,NA
815,NA,NA,NA,NA,NA,NA,0.066,NA
816,NA,NA,NA,NA,NA,NA,0.066,NA
817,NA,NA,NA,NA,NA,NA,0.066,NA
818,NA,NA,NA,NA,NA,NA,0.066,NA
819,NA,NA,NA,NA,NA,NA,0.066,NA
820,NA,NA,NA,NA,NA,NA,0.066,NA
821,NA,NA,NA,NA,NA,NA,0.066,NA
822,NA,NA,NA,NA,NA,NA,0.066,NA
823,NA,NA,NA,NA,NA,NA,0.066,NA
824,NA,NA,NA,NA,NA,NA,0.066,NA
825,NA,NA,NA,NA,NA,NA,0.066,NA
826,NA,NA,NA,NA,NA,NA,0.066,NA
827,NA,NA,NA,NA,NA,NA,0.066,NA
828,NA,NA,NA,NA,NA,NA,0.066,NA
829,NA,NA,NA,NA,NA,NA,0.066,NA
830,NA,NA,NA,NA,NA,NA,0.066,NA
831,NA,NA,NA,NA,NA,NA,0.066,NA
832,NA,NA,NA,NA,NA,NA,0.066,NA
833,NA,NA,NA,NA,NA,NA,0.066,NA
834,NA,NA,NA,NA,NA,NA,0.066,NA
835,NA,NA,NA,NA,NA,NA,0.066,NA
836,NA,NA,NA,NA,NA,NA,0.066,NA
837,NA,NA,NA,NA,NA,NA,0.066,NA
838,NA,NA,NA,NA,NA,NA,0.066,NA
839,NA,NA,NA,NA,NA,NA,0.066,NA
840,NA,NA,NA,NA,NA,NA,0.066,NA
841,NA,NA,NA,NA,NA,NA,0.066,NA
842,NA,NA,NA,NA,NA,NA,0.066,NA
843,NA,NA,NA,NA,NA,NA,0.066,NA
844,NA,NA,NA,NA,NA,NA,0.066,NA
845,NA,NA,NA,NA,NA,NA,0.066,NA
846,NA,NA,NA,NA,NA,NA,0.066,NA
847,NA,NA,NA,NA,NA,NA,0.066,NA
848,NA,NA,NA,NA,NA,NA,0.066,NA
849,NA,NA,NA,NA,NA,NA,0.066,NA
850,NA,NA,NA,NA,NA,NA,0.066,NA
851,NA,NA,NA,NA,NA,NA,0.066,NA
852,NA,NA,NA,NA,NA,NA,0.066,NA
853,NA,NA,NA,NA,NA,NA,0.066,NA
854,NA,NA,NA,NA,NA,NA,0.066,NA
855,NA,NA,NA,NA,NA,NA,0.066,NA
856,NA,NA,NA,NA,NA,NA,0.066,NA
857,NA,NA,NA,NA,NA,NA,0.066,NA
858,NA,NA,NA,NA,NA,NA,0.066,NA
859,NA,NA,NA,NA,NA,NA,0.066,NA
860,NA,NA,NA,NA,NA,NA,0.066,NA
861,NA,NA,NA,NA,NA,NA,0.066,NA
862,NA,NA,NA,NA,NA,NA,0.066,NA
863,NA,NA,NA,NA,NA,NA,0.066,NA
864,NA,NA,NA,NA,NA,NA,0.066,NA
865,NA,NA,NA,NA,NA,NA,0.066,NA
866,NA,NA,NA,NA,NA,NA,0.066,NA
867,NA,NA,NA,NA,NA,NA,0.066,NA
868,NA,NA,NA,NA,NA,NA,0.066,NA
869,NA,NA,NA,NA,NA,NA,0.066,NA
870,NA,NA,NA,NA,NA,NA,0.066,NA
871,NA,NA,NA,NA,NA,NA,0.066,NA
872,NA,NA,NA,NA,NA,NA,0.066,NA
873,NA,NA,NA,NA,NA,NA,0.066,NA
874,NA,NA,NA,NA,NA,NA,0.066,NA
875,NA,NA,NA,NA,NA,NA,0.066,NA
876,NA,NA,NA,NA,NA,NA,0.066,NA
877,NA,NA,NA,NA,NA,NA,0.066,NA
878,NA,NA,NA,NA,NA,NA,0.066,NA
879,NA,NA,NA,NA,NA,NA,0.066,NA
880,NA,NA,NA,NA,NA,NA,0.066,NA
881,NA,NA,NA,NA,NA,NA,0.066,NA
882,NA,NA,NA,NA,NA,NA,0.066,NA
883,NA,NA,NA,NA,NA,NA,0.066,NA
884,NA,NA,NA,NA,NA,NA,0.066,NA
885,NA,NA,NA,NA,NA,NA,0.066,NA
886,NA,NA,NA,NA,NA,NA,0.066,NA
887,NA,NA,NA,NA,NA,NA,0.066,NA
888,NA,NA,NA,NA,NA,NA,0.066,NA
889,NA,NA,NA,NA,NA,NA,0.066,NA
890,NA,NA,NA,NA,NA,NA,0.066,NA
891,NA,NA,NA,NA,NA,NA,0.066,NA
892,NA,NA,NA,NA,NA,NA,0.066,NA
893,NA,NA,NA,NA,NA,NA,0.066,NA
894,NA,NA,NA,NA,NA,NA,0.066,NA
895,NA,NA,NA,NA,NA,NA,0.066,NA
896,NA,NA,NA,NA,NA,NA,0.066,NA
897,NA,NA,NA,NA,NA,NA,0.066,NA
898,NA,NA,NA,NA,NA,NA,0.066,NA
899,NA,NA,NA,NA,NA,NA,0.066,NA
900,NA,NA,NA,NA,NA,NA,0.066,NA
901,NA,NA,NA,NA,NA,NA,0.066,NA
902,NA,NA,NA,NA,NA,NA,0.066,NA
903,NA,NA,NA,NA,NA,NA,0.066,NA
904,NA,NA,NA,NA,NA,NA,0.066,NA
905,NA,NA,NA,NA,NA,NA,0.066,NA
906,NA,NA,NA,NA,NA,NA,0.066,NA
907,NA,NA,NA,NA,NA,NA,0.066,NA
908,NA,NA,NA,NA,NA,NA,0.066,NA
909,NA,NA,NA,NA,NA,NA,0.066,NA
910,NA,NA,NA,NA,NA,NA,0.066,NA
911,NA,NA,NA,NA,NA,NA,0.066,NA
912,NA,NA,NA,NA,NA,NA,0.066,NA
913,NA,NA,NA,NA,NA,NA,0.066,NA
914,NA,NA,NA,NA,NA,NA,0.066,NA
915,NA,NA,NA,NA,NA,NA,0.066,NA
916,NA,NA,NA,NA,NA,NA,0.066,NA
917,NA,NA,NA,NA,NA,NA,0.066,NA
918,NA,NA,NA,NA,NA,NA,0.066,NA
919,NA,NA,NA,NA,NA,NA,0.066,NA
920,NA,NA,NA,NA,NA,NA,0.066,NA
921,NA,NA,NA,NA,NA,NA,0.066,NA
922,NA,NA,NA,NA,NA,NA,0.066,NA
923,NA,NA,NA,NA,NA,NA,0.066,NA
924,NA,NA,NA,NA,NA,NA,0.066,NA
925,NA,NA,NA,NA,NA,NA,0.066,NA
926,NA,NA,NA,NA,NA,NA,0.066,NA
927,NA,NA,NA,NA,NA,NA,0.066,NA
928,NA,NA,NA,NA,NA,NA,0.066,NA
929,NA,NA,NA,NA,NA,NA,0.066,NA
930,NA,NA,NA,NA,NA,NA,0.066,NA
931,NA,NA,NA,NA,NA,NA,0.066,NA
932,NA,NA,NA,NA,NA,NA,0.066,NA
933,NA,NA,NA,NA,NA,NA,0.066,NA
934,NA,NA,NA,NA,NA,NA,0.066,NA
935,NA,NA,NA,NA,NA,NA,0.066,NA
936,NA,NA,NA,NA,NA,NA,0.066,NA
937,NA,NA,NA,NA,NA,NA,0.066,NA
938,NA,NA,NA,NA,NA,NA,0.066,NA
939,NA,NA,NA,NA,NA,NA,0.066,NA
940,NA,NA,NA,NA,NA,NA,0.066,NA
941,NA,NA,NA,NA,NA,NA,0.066,NA
942,NA,NA,NA,NA,NA,NA,0.066,NA
943,NA,NA,NA,NA,NA,NA,0.066,NA
944,NA,NA,NA,NA,NA,NA,0.066,NA
945,NA,NA,NA,NA,NA,NA,0.066,NA
946,NA,NA,NA,NA,NA,NA,0.066,NA
947,NA,NA,NA,NA,NA,NA,0.066,NA
948,NA,NA,NA,NA,NA,NA,0.066,NA
949,NA,NA,NA,NA,NA,NA,0.066,NA
950,NA,NA,NA,NA,NA,NA,0.066,NA
951,NA,NA,NA,NA,NA,NA,0.066,NA
952,NA,NA,NA,NA,NA,NA,0.066,NA
953,NA,NA,NA,NA,NA,NA,0.066,NA
954,NA,NA,NA,NA,NA,NA,0.066,NA
955,NA,NA,NA,NA,NA,NA,0.066,NA
956,NA,NA,NA,NA,NA,NA,0.066,NA
957,NA,NA,NA,NA,NA,NA,0.066,NA
958,NA,NA,NA,NA,NA,NA,0.066,NA
959,NA,NA,NA,NA,NA,NA,0.066,NA
960,NA,NA,NA,NA,NA,NA,0.066,NA
961,NA,NA,NA,NA,NA,NA,0.066,NA
962,NA,NA,NA,NA,NA,NA,0.066,NA
963,NA,NA,NA,NA,NA,NA,0.066,NA
964,NA,NA,NA,NA,NA,NA,0.066,NA
965,NA,NA,NA,NA,NA,NA,0.066,NA
966,NA,NA,NA,NA,NA,NA,0.066,NA
967,NA,NA,NA,NA,NA,NA,0.066,NA
968,NA,NA,NA,NA,NA,NA,0.066,NA
969,NA,NA,NA,NA,NA,NA,0.066,NA
970,NA,NA,NA,NA,NA,NA,0.066,NA
971,NA,NA,NA,NA,NA,NA,0.066,NA
972,NA,NA,NA,NA,NA,NA,0.066,NA
973,NA,NA,NA,NA,NA,NA,0.066,NA
974,NA,NA,NA,NA,NA,NA,0.066,NA
975,NA,NA,NA,NA,NA,NA,0.066,NA
976,NA,NA,NA,NA,NA,NA,0.066,NA
977,NA,NA,NA,NA,NA,NA,0.066,NA
978,NA,NA,NA,NA,NA,NA,0.066,NA
979,NA,NA,NA,NA,NA,NA,0.066,NA
980,NA,NA,NA,NA,NA,NA,0.066,NA
981,NA,NA,NA,NA,NA,NA,0.066,NA
982,NA,NA,NA,NA,NA,NA,0.066,NA
983,NA,NA,NA,NA,NA,NA,0.066,NA
984,NA,NA,NA,NA,NA,NA,0.066,NA
985,NA,NA,NA,NA,NA,NA,0.066,NA
986,NA,NA,NA,NA,NA,NA,0.066,NA
987,NA,NA,NA,NA,NA,NA,0.066,NA
988,NA,NA,NA,NA,NA,NA,0.066,NA
989,NA,NA,NA,NA,NA,NA,0.066,NA
990,NA,NA,NA,NA,NA,NA,0.066,NA
991,NA,NA,NA,NA,NA,NA,0.066,NA
992,NA,NA,NA,NA,NA,NA,0.066,NA
993,NA,NA,NA,NA,NA,NA,0.066,NA
994,NA,NA,NA,NA,NA,NA,0.066,NA
995,NA,NA,NA,NA,NA,NA,0.066,NA
996,NA,NA,NA,NA,NA,NA,0.066,NA
997,NA,NA,NA,NA,NA,NA,0.066,NA
998,NA,NA,NA,NA,NA,NA,0.066,NA
999,NA,NA,NA,NA,NA,NA,0.066,NA
1000,NA,NA,NA,NA,NA,NA,0.066,NA
1001,NA,NA,NA,NA,NA,NA,0.066,NA
1002,NA,NA,NA,NA,NA,NA,0.066,NA
1003,NA,NA,NA,NA,NA,NA,0.066,NA
1004,NA,NA,NA,NA,NA,NA,0.066,NA
1005,NA,NA,NA,NA,NA,NA,0.066,NA
1006,NA,NA,NA,NA,NA,NA,0.066,NA
1007,NA,NA,NA,NA,NA,NA,0.066,NA
1008,NA,NA,NA,NA,NA,NA,0.066,NA
1009,NA,NA,NA,NA,NA,NA,0.066,NA
1010,NA,NA,NA,NA,NA,NA,0.066,NA
1011,NA,NA,NA,NA,NA,NA,0.066,NA
1012,NA,NA,NA,NA,NA,NA,0.066,NA
1013,NA,NA,NA,NA,NA,NA,0.066,NA
1014,NA,NA,NA,NA,NA,NA,0.066,NA
1015,NA,NA,NA,NA,NA,NA,0.066,NA
1016,NA,NA,NA,NA,NA,NA,0.066,NA
1017,NA,NA,NA,NA,NA,NA,0.066,NA
1018,NA,NA,NA,NA,NA,NA,0.066,NA
1019,NA,NA,NA,NA,NA,NA,0.066,NA
1020,NA,NA,NA,NA,NA,NA,0.066,NA
1021,NA,NA,NA,NA,NA,NA,0.066,NA
